,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
109,,,,,,,,,6080445.0,,,,,,,,,,5822685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5344575.0,,,,,,5346254.0,,,,,,,,,,,,5341841.0,,,5346212.0,5333541.0,,5337334.0,,5337388.0,,,,,,,,,,,,,,,,,,,,5334162.0,,,,,,,5333190.0,5339996.0,5333190.0,,,,,,,5331265.0,5333190.0,,,,,,5360445.0,,,,,,,,,,,,,,,5332490.0,5334645.0,,,,5334118.0,,,,,,,,,,,,,,,,5330938.0,,,,,,,,,,,,,,,,,5333105.0,,,,,,,,,,,,,,,,,,,,,,,,5328567.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332361.0,,,,,,,,,,,,,,,,,,,,,,,,5328355.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335714.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,5329607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334218.0
110,,6314832.0,,,,,,,,,,,6003153.0,,,,,,,,,,5687523.0,,,,,,,,,,,,,,,,,,,,,,,,5337112.0,,,,,5348764.0,,,,,,,,,5341841.0,,5360551.0,5342160.0,5361500.0,,,,5341177.0,,,,,,,,,,5336227.0,,,,,,,,,,5332568.0,5334012.0,,5334347.0,,,,5334118.0,,,,,,,,,,5331806.0,,,,,,,,,,,5331611.0,,,,,,5332961.0,,5341205.0,,,,,,,,,,5335835.0,,,,,,,,5333663.0,,5332568.0,,,,,,,,,,,,5325793.0,,,,,,,,,,,,,,,,,,,,,,,,5329518.0,,,,,,,,,,,,,5332361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332361.0,,,,,,,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325705.0,5332054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,5950172.0,,,,,,5740357.0,,,,,,,,,,,,,,,,,,,,,,,,5409855.0,,,5335141.0,5340745.0,,,,,,,,,,,,,,5361131.0,5342259.0,,5334826.0,,,,,,,,,,5338195.0,,,5341099.0,,,,,,,,5341205.0,,5332887.0,,,,,,5339258.0,,,,,,,,,,,,,,,,5341205.0,,,5332568.0,,,,,,,,5334090.0,,,,,,5334090.0,,,,,5333252.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331997.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332361.0,5331635.0,,,,,,,,,,,,5330693.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333061.0,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,5328649.0,,,,,,,,,,,5333061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332361.0,,,,,5330334.0,,,,,,,,,,,5332361.0,5333061.0,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332740.0,
112,,6315684.0,,,6198151.0,,,,,,,,,,,5938621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335839.0,,,5337342.0,,,,,,,,,,,,,5344272.0,,,5361215.0,,,,,,5342788.0,,,,,,,,,,,,,,,,,,5341434.0,,,,,,,,,,,,,,5334090.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334012.0,5334051.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5328649.0,,,,,,,,,,,,,,,,,,,,,,,5333061.0,,,,,,,,,,,,,,,,,,,,,5331764.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,,,,5333061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333061.0,,,,,,,,,,5332361.0,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,5335022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5396480.0,,,,,,,,,,,,,,5336486.0,,,,5362703.0,,,,5348421.0,5346625.0,,5361165.0,,,5359406.0,5336365.0,,5339495.0,5334347.0,,,,,,,,,,5335975.0,,5334012.0,,5336887.0,,,,,,,,,5334347.0,,5336599.0,,,,,5334355.0,,,,,,,,,,,5341205.0,,,,,,,,,,,,,,,,,,5332793.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332404.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332361.0,,,,,,,,,,,,,,,,,,,,,,,,,5332859.0,,,,5337949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332361.0,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,6037197.0,,,,,,,,,,,,,,5636492.0,,,,,,,,,,,5452225.0,,,,,,,,,,5359269.0,5337821.0,,,,,,,,,,,,,,,,5361605.0,5361187.0,,,,,,,,,,,,5341177.0,5332961.0,,,5341177.0,,5334090.0,,,,,,,,,,,5341434.0,,5341099.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334090.0,,,,,5332615.0,,,,,5334012.0,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331994.0,,,,,,,,,,,,,,,,,,,,,,,,,,5332361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331336.0,,,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333061.0,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,6318657.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363803.0,,,,,,,,,,,,5342259.0,,5361215.0,,,,,5381777.0,,5360523.0,,5347922.0,,,,,,,,,,,,,,,,,,,,,,,,,,5341177.0,,,,,,,,,,,,,,,,,,,,,,,5341099.0,,,,,,,5357134.0,,,,,,,,,,,,,,5338257.0,,5334051.0,,,,,,,,,,,,5334012.0,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5331404.0,,,,,,,,,,5329623.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,,,5335584.0,,,,,,,,5340970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,5333883.0,,,,,5334261.0,,,,5332859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333061.0,,,,,
116,,,,,,,6140566.0,,,6056745.0,,,,,,,,,,5781667.0,,,,,,,,,,,,,,,,,5430401.0,,,,,,,,,,,,,,,,5339718.0,,,,,,,,,5358288.0,5368884.0,,,,,,,5341434.0,,,,5336542.0,,5343134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335099.0,,,,5333190.0,,,,,,,,5334012.0,,5341177.0,,,,,,,,,,,,,,,,,,,,5341177.0,,,5334347.0,,,,,,5338970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332740.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5329557.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,5333061.0,,,,,,,,,,,,5333061.0,,,,,,,,,,,,5336178.0,,,,,,,,,,,,,,,,,,,,,,,,,5333233.0,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,5332361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336017.0,,,,,,,5334218.0,,,,,,,,,,,,,,,5333883.0,,,,,,,,
117,6406204.0,,6273167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337389.0,,,,,,,,,,,5343385.0,,,,,,,,5360668.0,,,5384975.0,5341821.0,,,,5342010.0,5341177.0,,5334012.0,,,,,,,,,,,,5340253.0,,,,,,,,,,,,,,,,,,,,5613020.0,,,,,,,,,,,,,,,5441786.0,,,,5352765.0,5360445.0,,,,,,,,,,5343838.0,,,5341434.0,,,,,,,,,,,,,,5334016.0,5334889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,5340970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5364586.0,,,,,,,,,,,,,,,,,,,,,5332054.0,,,,,,,,,,,,,5341305.0,,,,,,,,,,,5334361.0,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337143.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336688.0,,,,,,,,,,,5334357.0,,,,,,,,,,,,,5332361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,6168467.0,,,,,,6038445.0,,,,,,,,5782336.0,5743128.0,,,,,,,,,,,,,,,,,,,,,,,5337342.0,,,,,,,,,,5343573.0,,,,,,,,,,,,,5375071.0,,5361165.0,,,,,,,,,,,,,,,5386863.0,5341434.0,,,,,,5341099.0,,,,,,,,,,,,5341177.0,,5634884.0,,,,,,,,,,,,,,,,,,,,,5334347.0,,,,,5341177.0,,,,,,,,,,,,,,,,,5363603.0,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332054.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333927.0,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5332361.0,,,,,,5334218.0,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,5743128.0,,,,,,,,,,,,,,,,,,,,,,5337452.0,,5429509.0,,,,,,,,,,,,,,,,5365859.0,,,,,,5377851.0,,,,,5359285.0,,,,,,,,,,,,,,,,,,,,,5348390.0,,,,,,,,,5380247.0,,,,,,,,,,,,,,,,,,,,,,,,,5337872.0,,5339201.0,,,,,,,,5335143.0,,,,,5360484.0,,,,,,,,5341848.0,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,5325629.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341014.0,,,,,,5343947.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335596.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360651.0,,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,,,5350411.0,,,,,,,,,,,,,,,,,,,,5340970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,6323548.0,,,,,,,6083827.0,,,,,,,,,,,,5743212.0,,,,,,,,,,,,,5467530.0,,,,,,,,,,,,,,,,,,5398216.0,,,,,,,,5387148.0,,,,,,,,,,,,,,,5341099.0,,,,5358657.0,,,5341232.0,,,,,,,,5349239.0,,,,,,,,5360551.0,,,,5381730.0,,,,,,,,,,,,,,5339258.0,,5353109.0,,,,,,,,,,,,,,,,,5360780.0,,,,,,,5360551.0,,,,,5342089.0,,,,,,,,,,,,,,,,,,,,,,,,5340970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335714.0,,,,,,,5340970.0,,,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340970.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335415.0,,,,,,,,,,,,,,,,,,,,,,,5341349.0,5334218.0,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,6059869.0,,,,,,,,,,,5743218.0,,,,,,,,,,,,,,,5454396.0,,,,,,,,,,,,,5354923.0,,,,,,,,,,,,,,,,,,,,5366330.0,,,,,,,,,,,,5360551.0,5341434.0,,,,,,,,,,,,,,,5342168.0,,5360523.0,,,,,,,,5341205.0,,,,5363893.0,,,,,,,,,,5341177.0,,,,,,,,,,,,,,,,,,,,,,,,5334347.0,,,,,,,,,,,,,,,5334012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334854.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,6009572.0,,,,,,,,,,,,5641866.0,,,,,,,,,,,,,,,,,,,,5486457.0,,5344476.0,,,5338886.0,5339021.0,,,,,,,,,,,,,,,,,,,,,,5339171.0,,5344027.0,,,,,,5360780.0,,,,,5343868.0,,,,,,,5355308.0,,,,5343134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5361767.0,,,,,,,,,5341177.0,,,,,,,,,,,,,,5354884.0,,,,,,,5333061.0,,,,,,,,,,,,,,,,5337419.0,,,,,,,,,,,5334218.0,,,,,,,,,,,,5332361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341103.0,,,,,,,,5333061.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,,,,5345703.0,,,,,,,,,5340970.0,,,,,,,5426938.0,,,,,,,,,,,,5336086.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,6109457.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5339629.0,,,,,,5393422.0,,,,,,,,,,,5361279.0,,5368536.0,,5383698.0,,,,,,,,,,,,,,,,,,,,5360523.0,,,,,,5363204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360780.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333061.0,5333883.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5342808.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337708.0,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334524.0,,,,,,,,,5343678.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5526603.0,,,,,,,,,,,,,,,,,,,,,,,5333883.0,,,,,,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,5335854.0,,,,5340906.0,,
124,,,,,6202415.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336270.0,,,,,,,,,5399476.0,,,,5364242.0,,,,,,,,,,,,,,5342146.0,5344068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5586415.0,,,,,,,,,,,,,,,,,,,5360445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,5333061.0,,,,,,,,,,,,,,,,,,,,,5335412.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341305.0,,5346598.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,5360316.0,,,,,,,,,,,,,,,,,,,,,,,,,,5585547.0,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5337143.0,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,5629504.0,,,,,,,,,,,,,,,5344429.0,,,,,,,,5343357.0,,,5362731.0,,5336576.0,,,,,,5374063.0,,,,,,,,,,,,,5360523.0,,,,5341205.0,,,,,,,5370401.0,,,,,,,5365309.0,,5354884.0,,,,,,,,,,,,5341205.0,,,,,,,,,,,,,,5803136.0,,,5341099.0,,,,,,,,,,,5341434.0,,,,5357134.0,5360523.0,,,,,5360819.0,,,5360819.0,,,,,,5352671.0,,,,,,,,,,,5343967.0,,,,,,,,,,5344145.0,,,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5333061.0,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,5347906.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334218.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5354763.0,,,,5356609.0,,,,,,,,,,,,,,,,,5341939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,6086028.0,,,,,,,,,,5834306.0,,,,,,5645999.0,,,,,,,,,,,,,5437322.0,,,,,,,5589252.0,,,,,,,,,,,,,,,,,,5416774.0,,,,,5375071.0,,,5361356.0,,,,,,,,,,,,,,,5356585.0,,,5346538.0,,,,,,,,,,,,5354870.0,,,,,,5355973.0,,,,,,,,5581955.0,,,,,,,,,,,,,5370152.0,,,,,,,,5341177.0,5347906.0,5357297.0,5361260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5345071.0,,5350462.0,,,,,,,,,,,,,,,,,5341305.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5338804.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5360651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5374179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5336357.0,,,,,,,,,,,,,,,,6099241.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5341305.0,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5527113.0,,,,,,,,,,,,5343456.0,5590450.0,,5353649.0,,,,,,,,5337986.0,5362731.0,,,,,,,5441569.0,,,,,,,,5362108.0,,,,,,,,,,5374537.0,,,,,,,,,,,5373698.0,,,,,,,,,5360567.0,,,,,,,,,,,,,,,,,,,,,,,,,,5360780.0,,5354921.0,,,5341205.0,,,,,,,,,,,,,5340970.0,,,,,,,,,,,,,,,,,5350526.0,,,,,,,,,,,,,,,,,,,,5341305.0,,,,,,,5344145.0,,,,,5359464.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334524.0,,,,,,,,,,,5360651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335342.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5585547.0,,5360651.0,,,,,,,,,,,,,,,,,,5348728.0,,5341305.0,,,,,,,,,,,,,,,,,,,5360360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335022.0,,5340924.0,,,,,,,,,,,,,,,5348728.0,,,,,,,,,,,,,,,,,,,,,,,,,
128,,6328959.0,,6235744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5530491.0,,,,,,,,,,,,,,,,,,,,,,,5341383.0,,,5354561.0,,,,5408725.0,,,5446844.0,,,,,,,,,,5360523.0,,,,,,,,,,,,,,,,,,,,5372368.0,,,,,,,,,,,,,,,,,,,,5586415.0,,,,,,,,,,,,,,,,,,,,,,,,,5586415.0,,,,,5341138.0,,,,,,,,5360651.0,,,,5334012.0,,,,5353109.0,,,,,,,,,,,5360651.0,,,,,,,,,,,,,,,5360651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5335854.0,,,,,,,,,,,,,,,,,,5354780.0,,,,,,,,,,,5342361.0,,,5365639.0,,,,,,,,,,,,,,,5356607.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5334262.0,,,,,,,,5585912.0,,,,,,,,,,,,,,,,,,,,,,,,5341349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340690.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5340970.0,,,,,,5341305.0,5341305.0,,,,,,,5336396.0,,,,,,,,,,,,,,,,,,,,,,,,,,
